ITEM,Model ID,Marketing Model Name,Marketing Description,Description,MODEL YEAR STATUS,Rider Solution,Short Intro Copy,Feature-Benefit #1,Feature-Benefit #2,Feature-Benefit #3,Feature-Benefit #4,Feature-Benefit #5,Feature-Benefit #6,E-BIKE Recommended,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Attribute 9,Attribute 10,Attribute 11,Attribute 12,Photo1,Photo2,Photo3,Photo4
CR4HRA-152,CR4-HLX-R03,Helix Race 107BCD Chainring,"Helix R Chainring for 107BCD Cranks - 40T, Grey",Helix Race | Chainring | 107BCD | 40T | Shimano/SRAM 11/12s Chain Compatible | Grey,CONTINUED,Add an even lower gear and maintain top-end speed for your gravel adventures by adding this ring and a Helix Race 9-45 cassette to your SRAM XPLR drivetrain.,"The Helix R 107BCD Chainring, designed for 4-bolt 107 BCD cranks like SRAM Red or Force including power meter equipped cranks, offers a performance upgrade for Gravel and Road cyclists. The 38, 40, and 42T rings pair perfectly with e*thirteen’s cassettes for more overall range and higher top speeds. Made from durable 7075 alloy, they're CNC sculpted for a high stiffness-to-weight ratio. Compatible with both SRAM and Shimano 11 and 12-speed drivetrains, these rings are available in black & grey, aligning with e*thirteen 9-45T and 9-50T cassettes. Chainline is set by SRAM® Crank assembly.",Compatible with 4-bolt 107 BCD SRAM® cranks and Quarq® power meter cranks,"Forged and CNC optimized from 7075 AL for lightweight, stiffness, and enhanced wear-life","Offered in smaller 38, 40, and 42T sizes to support e*thirteen wide range, 9T smallest cog cassettes","Seamless performance with SRAM and Shimano drivetrains, including SRAM’s new Flat Top Chains.","Chainline is determined by SRAM® Crank assembly, 45mm for normal width cranks, 47.5mm for wide cranks.",,F,40T,107BCD,45/47.5mm (det. by crank assembly),4.8mm Offset,11/12s,M4 narrow-wide,Shimano/SRAM 11/12s incl. Flat Top Chains,AL 7075-T6,74g,,Grey,5 Years,https://drive.google.com/open?id=1luXPIj9-PvgnUKDow5NJ3-ke2uK7-eD4&usp=drive_copy,https://drive.google.com/open?id=1KLKAHQvRnZCKknsEXCwSWR6Le1pQV9Uk&usp=drive_copy,https://drive.google.com/open?id=12Ng5220V3sSzusuSUum2VAXrA-GH6svk&usp=drive_copy,https://drive.google.com/open?id=1O1BYroRd8t7FtP3U8mXD_eY7mIJifKCY&usp=drive_copy
CR4HRA-153,CR4-HLX-R03,Helix Race 107BCD Chainring,"Helix R Chainring for 107BCD Cranks - 42T, Grey",Helix Race | Chainring | 107BCD | 42T | Shimano/SRAM 11/12s Chain Compatible | Grey,CONTINUED,Add an even lower gear and maintain top-end speed for your gravel adventures by adding this ring and a Helix Race 9-45 cassette to your SRAM XPLR drivetrain.,"The Helix R 107BCD Chainring, designed for 4-bolt 107 BCD cranks like SRAM Red or Force including power meter equipped cranks, offers a performance upgrade for Gravel and Road cyclists. The 38, 40, and 42T rings pair perfectly with e*thirteen’s cassettes for more overall range and higher top speeds. Made from durable 7075 alloy, they're CNC sculpted for a high stiffness-to-weight ratio. Compatible with both SRAM and Shimano 11 and 12-speed drivetrains, these rings are available in black & grey, aligning with e*thirteen 9-45T and 9-50T cassettes. Chainline is set by SRAM® Crank assembly.",Compatible with 4-bolt 107 BCD SRAM® cranks and Quarq® power meter cranks,"Forged and CNC optimized from 7075 AL for lightweight, stiffness, and enhanced wear-life","Offered in smaller 38, 40, and 42T sizes to support e*thirteen wide range, 9T smallest cog cassettes","Seamless performance with SRAM and Shimano drivetrains, including SRAM’s new Flat Top Chains.","Chainline is determined by SRAM® Crank assembly, 45mm for normal width cranks, 47.5mm for wide cranks.",,F,42T,107BCD,45/47.5mm (det. by crank assembly),4.8mm Offset,11/12s,M4 narrow-wide,Shimano/SRAM 11/12s incl. Flat Top Chains,AL 7075-T6,81g,,Grey,5 Years,https://drive.google.com/open?id=1luXPIj9-PvgnUKDow5NJ3-ke2uK7-eD4&usp=drive_copy,https://drive.google.com/open?id=1KLKAHQvRnZCKknsEXCwSWR6Le1pQV9Uk&usp=drive_copy,https://drive.google.com/open?id=12Ng5220V3sSzusuSUum2VAXrA-GH6svk&usp=drive_copy,https://drive.google.com/open?id=1O1BYroRd8t7FtP3U8mXD_eY7mIJifKCY&usp=drive_copy
CR4HRA-154,CR4-HLX-R01,Helix Race Direct Mount Chainring,"Helix R Direct Mount Chainring for e*thirteen Cranks - 30T, Silver",Helix Race | Chainring | Direct Mount | 30T | 52/55mm Flip Flop | Shimano/SRAM 11/12s Chain Compatible | Silver,NEW,Personalize and add color accents to your e*thirteen cranks with a lightweight and long-wearing chainring.,"Helix R Direct Mount Chainrings, manufactured from durable AL-7075-T6, combine aesthetics and design efficiency. Their flip-flop design accommodates Boost or Super Boost chainlines. With e*thirteen's narrow-wide tooth profile, they ensure enhanced chain retention, reduced wear, and compatibility with Shimano and SRAM chains. Perfectly complementing all Helix Cranks, they're backward compatible with e*thirteen TRS, LG1, and XCX Race cranks. Available in 28-34T and in the spectrum of e*thirteen colors.","Direct Mount design for use with Helix cranks, adjustable chainline TRS/LG1 cranks, and XCX Race cranks",Flip-Flop design allows for both Boost and SuperBoost chainlines,"Durable AL-7075-T6 construction for long wear-life, stiffness, and strength","M4 narrow-wide tooth profile provides Shimano and SRAM 11/12-speed chain compatibility, excellent chain retention, and reduced wear","Extensively CNC optimized for technical aesthetics and ultralight weight, starting at just 48g",28-34T sizes and a full range of colors to match other popular e*thirteen components,F,30T,e*thirteen Direct Mount,52/55mm,3.5mm Offset,11/12s,M4 narrow-wide,Shimano/SRAM 11/12s,AL 7075-T6,48g,,Silver,5 Years,,,,
CR4HRA-155,CR4-HLX-R01,Helix Race Direct Mount Chainring,"Helix R Direct Mount Chainring for e*thirteen Cranks - 32T, Silver",Helix Race | Chainring | Direct Mount | 32T | 52/55mm Flip Flop | Shimano/SRAM 11/12s Chain Compatible | Silver,NEW,Personalize and add color accents to your e*thirteen cranks with a lightweight and long-wearing chainring.,"Helix R Direct Mount Chainrings, manufactured from durable AL-7075-T6, combine aesthetics and design efficiency. Their flip-flop design accommodates Boost or Super Boost chainlines. With e*thirteen's narrow-wide tooth profile, they ensure enhanced chain retention, reduced wear, and compatibility with Shimano and SRAM chains. Perfectly complementing all Helix Cranks, they're backward compatible with e*thirteen TRS, LG1, and XCX Race cranks. Available in 28-34T and in the spectrum of e*thirteen colors.","Direct Mount design for use with Helix cranks, adjustable chainline TRS/LG1 cranks, and XCX Race cranks",Flip-Flop design allows for both Boost and SuperBoost chainlines,"Durable AL-7075-T6 construction for long wear-life, stiffness, and strength","M4 narrow-wide tooth profile provides Shimano and SRAM 11/12-speed chain compatibility, excellent chain retention, and reduced wear","Extensively CNC optimized for technical aesthetics and ultralight weight, starting at just 48g",28-34T sizes and a full range of colors to match other popular e*thirteen components,F,32T,e*thirteen Direct Mount,52/55mm,3.5mm Offset,11/12s,M4 narrow-wide,Shimano/SRAM 11/12s,AL 7075-T6,54g,,Silver,5 Years,,,,
CR5EPA-100,CR5-ESP-A02,e*spec 104BCD Spider,e*spec 104BCD Spider for TQ HPR50 - Black,e*spec 104BCD Aluminum | Direct Mount Carrier | CL55 | Incl. Bolts | TQ HPR50 | Black,CONTINUED,"Add a more eco-friendly option, compared to direct mount rings, as chainring replacements will be cheaper and have a lower environmental impact.","The 104 BCD Carrier Spider enables cost-effective and eco-friendly 4-bolt 104BCD chainring replacements on e-bikes compared to Direct Mount Rings. Made from 6-series alloy, it combines lightness and stiffness and pairs with either durable steel or lightweight alloy rings. Compatible with Bosch Gen4, Fazua Ride 60, Shimano EP8, and TQ HPR50 interfaces.",Forged and CNC optimized alloy for stiffness and lightweight,"Allows use of either affordable, long-wearing steel, or lightweight alloy chainrings.",Easily service/replace or adjust chainring size affordably and with less waste,Compatible with all 104BCD chain rings,"55mm Chainline - available for Bosch Gen 4, TQ HPR50, Fazua Ride60 or SHIMANO EP8 motors",,T,n/a,TQ,55mm,12mm Offset (with 3.5mm thickness chainring),11/12s,,,AL 6061-T6,78g,,Black,5 Years,https://drive.google.com/open?id=1AgkdQWMBH4tGKk3OK7LEHDo4qHbitI4j&usp=drive_copy,https://drive.google.com/open?id=1fVgy3G3Q7eLNjsA3oWcweV4XCfvTy2KT&usp=drive_copy,,https://drive.google.com/open?id=1U1ywGexziZoSIJNgiPJyvcweDKYvO8Wx&usp=drive_copy
CR5EPA-101,CR5-ESP-A02,e*spec 104BCD Spider,e*spec 104BCD Spider for Fazua Ride60 - Black,e*spec 104BCD Aluminum | Direct Mount Carrier | CL55 | Incl. Bolts | Fazua Ride 60 | Black,CONTINUED,"Add a more eco-friendly option, compared to direct mount rings, as chainring replacements will be cheaper and have a lower environmental impact.","The 104 BCD Carrier Spider enables cost-effective and eco-friendly 4-bolt 104BCD chainring replacements on e-bikes compared to Direct Mount Rings. Made from 6-series alloy, it combines lightness and stiffness and pairs with either durable steel or lightweight alloy rings. Compatible with Bosch Gen4, Fazua Ride 60, Shimano EP8, and TQ HPR50 interfaces.",Forged and CNC optimized alloy for stiffness and lightweight,"Allows use of either affordable, long-wearing steel, or lightweight alloy chainrings.",Easily service/replace or adjust chainring size affordably and with less waste,Compatible with all 104BCD chain rings,"55mm Chainline - available for Bosch Gen 4, TQ HPR50, Fazua Ride60 or SHIMANO EP8 motors",,T,n/a,Fazua,55mm,18mm Offset (with 3.5mm thickness chainring),11/12s,,,AL 6061 T6,102g,,Black,5 Years,https://drive.google.com/open?id=16MNc2zbLJ8Ai9MDiVVFXAOfXk-cSayNm&usp=drive_copy,https://drive.google.com/open?id=1s-oWs9OD0bloqv-D23KVi0SXAUYuPdkn&usp=drive_copy%27,,https://drive.google.com/open?id=1xPCzS9W8ayvkmrUfwlgFiqTrPpU-H-Ye&usp=drive_copy
CR5EPA-102,CR5-ESP-A02,e*spec 104BCD Spider,e*spec 104BCD Spider for Shimano EP8 - Black,e*spec 104BCD Aluminum | Direct Mount Carrier | CL55 | Incl. Bolts | Shimano EP8 | Black,CONTINUED,"Add a more eco-friendly option, compared to direct mount rings, as chainring replacements will be cheaper and have a lower environmental impact.","The 104 BCD Carrier Spider enables cost-effective and eco-friendly 4-bolt 104BCD chainring replacements on e-bikes compared to Direct Mount Rings. Made from 6-series alloy, it combines lightness and stiffness and pairs with either durable steel or lightweight alloy rings. Compatible with Bosch Gen4, Fazua Ride 60, Shimano EP8, and TQ HPR50 interfaces.",Forged and CNC optimized alloy for stiffness and lightweight,"Allows use of either affordable, long-wearing steel, or lightweight alloy chainrings.",Easily service/replace or adjust chainring size affordably and with less waste,Compatible with all 104BCD chain rings,"55mm Chainline - available for Bosch Gen 4, TQ HPR50, Fazua Ride60 or SHIMANO EP8 motors",,T,n/a,Shimano EP8,55mm,21.5mm Offset (with 3.5mm thickness chainring),11/12s,,,AL 6061 T6,85g,,Black,5 Years,https://drive.google.com/open?id=1tNVtgyxfPv-jhTPMrZJiKD7U9lPHqPrp&usp=drive_copy,https://drive.google.com/open?id=1metQAyH1E6uwPYUvVQcf6mhdupXei6Kw&usp=drive_copy,,
CR5EPA-103,CR5-ESP-A02,e*spec 104BCD Spider,e*spec 104BCD Spider for Bosch CX4 - Black,e*spec 104BCD Aluminum | Direct Mount Carrier | CL55 | Incl. Bolts | Bosch Gen4 | Black,CONTINUED,"Add a more eco-friendly option, compared to direct mount rings, as chainring replacements will be cheaper and have a lower environmental impact.","The 104 BCD Carrier Spider enables cost-effective and eco-friendly 4-bolt 104BCD chainring replacements on e-bikes compared to Direct Mount Rings. Made from 6-series alloy, it combines lightness and stiffness and pairs with either durable steel or lightweight alloy rings. Compatible with Bosch Gen4, Fazua Ride 60, Shimano EP8, and TQ HPR50 interfaces.",Forged and CNC optimized alloy for stiffness and lightweight,"Allows use of either affordable, long-wearing steel, or lightweight alloy chainrings.",Easily service/replace or adjust chainring size affordably and with less waste,Compatible with all 104BCD chain rings,"55mm Chainline - available for Bosch Gen 4, TQ HPR50, Fazua Ride60 or SHIMANO EP8 motors",,T,n/a,Bosch CX Gen4,55mm,15.5mm Offset (with 3.5mm thickness chainring),11/12s,,,AL 6061 T6,92g,,Black,5 Years,https://drive.google.com/open?id=1eVYQR10EMCEl_4V7hqv3RegpqMeixnGl&usp=drive_copy,https://drive.google.com/open?id=1U8PYC4TyMlHz6a1JxMnVaatDvNcUBlCW&usp=drive_copy,,https://drive.google.com/open?id=1UYBpU2fizZNvn0r7kkEi6jG3VKqFhO-R&usp=drive_copy
CR5ERA-100,CR5-HLX-R01,Helix Race e*spec Direct Mount Chainring,"Helix R e*spec Chainring for Bosch CX4 - 32T, Black",Helix Race e*spec | Chainring | 32T | Bosch Gen4 Direct Mount | 13mm Offset | Shimano/SRAM 11/12s Chain Compatible | Black,CONTINUED,"With a long-wearing tooth profile and refined aesthetic, the integrated look when paired with Helix Race Alloy e*spec cranks is the ultimate upgrade to your ebike.","Helix R e*spec Chainrings merge cutting-edge design and performance. Originally designed as an upgrade for Bosch CX Gen4 e-bikes, these rings are now also available TQ HPR50, Fazua Ride 60, Shimano EP8, as well as in Specialized SL1.1 and 2.1/2.2 motors. The 1-piece direct mount chainring, forged and machined from 7075 AL, boasts lightweight durability, impressive stiffness, and a standout technical aesthetic. Its custom dust cover enhances style and minimizes seal and lockring contamination.","Upgrade chainrings for Bosch CX Gen 4, Bosch SX, TQ HPR50, Fazua Ride 60, Shimano EP8, and Specialized SL1.1 and 2.1/2.2 motors","New M4 narrow-wide profile delivers enhanced chain retention and cross compatibility with Shimano, Sram, and TRP 11/12s drivetrains, incl. T-Type","Forged-CNC 7075 AL for ultralight weight, with high strength, stiffness, and wear-life",32/34T sizes complement e*thirteen wide range cassettes,Custom Dust Cover adds to the integrated aesthetic and prevents contamination,,T,32T,Bosch CX Gen4,53mm,13.5mm Offset,11/12s,M4 narrow-wide,Shimano/SRAM 11/12s,AL 7075-T6,99g,,Black,5 Years,https://drive.google.com/open?id=1Xk71vdMNR3jkoi_xdxdP8q2rZHXo3UqD&usp=drive_copy,https://drive.google.com/open?id=1rh48DHLnEZebZ-FPx23h5NE9JfPGlmNx&usp=drive_copy,,https://drive.google.com/open?id=1rnr97pqcMxlubRS_p8640E4l1YE3wAKm&usp=drive_copy
CR5ERA-101,CR5-HLX-R01,Helix Race e*spec Direct Mount Chainring,"Helix R e*spec Chainring for Bosch CX4 - 34T, Black",Helix Race e*spec | Chainring | 34T | Bosch Gen4 Direct Mount | 13mm Offset | Shimano/SRAM 11/12s Chain Compatible | Black,CONTINUED,"With a long-wearing tooth profile and refined aesthetic, the integrated look when paired with Helix Race Alloy e*spec cranks is the ultimate upgrade to your ebike.","Helix R e*spec Chainrings merge cutting-edge design and performance. Originally designed as an upgrade for Bosch CX Gen4 e-bikes, these rings are now also available TQ HPR50, Fazua Ride 60, Shimano EP8, as well as in Specialized SL1.1 and 2.1/2.2 motors. The 1-piece direct mount chainring, forged and machined from 7075 AL, boasts lightweight durability, impressive stiffness, and a standout technical aesthetic. Its custom dust cover enhances style and minimizes seal and lockring contamination.","Upgrade chainrings for Bosch CX Gen 4, Bosch SX, TQ HPR50, Fazua Ride 60, Shimano EP8, and Specialized SL1.1 and 2.1/2.2 motors","New M4 narrow-wide profile delivers enhanced chain retention and cross compatibility with Shimano, Sram, and TRP 11/12s drivetrains, incl. T-Type","Forged-CNC 7075 AL for ultralight weight, with high strength, stiffness, and wear-life",32/34T sizes complement e*thirteen wide range cassettes,Custom Dust Cover adds to the integrated aesthetic and prevents contamination,,T,34T,Bosch CX Gen4,53mm,13.5mm Offset,11/12s,M4 narrow-wide,Shimano/SRAM 11/12s,AL 7075-T6,107g,,Black,5 Years,https://drive.google.com/open?id=1Xk71vdMNR3jkoi_xdxdP8q2rZHXo3UqD&usp=drive_copy,https://drive.google.com/open?id=1rh48DHLnEZebZ-FPx23h5NE9JfPGlmNx&usp=drive_copy,,https://drive.google.com/open?id=1rnr97pqcMxlubRS_p8640E4l1YE3wAKm&usp=drive_copy
CR5ERA-102,CR5-HLX-R01,Helix Race e*spec Direct Mount Chainring,"Helix R e*spec Chainring for Bosch CX4 - 32T, Bronze",Helix Race e*spec | Chainring | 32T | Bosch Gen4 Direct Mount | 13mm Offset | Shimano/SRAM 11/12s Chain Compatible | Bronze,CONTINUED,"With a long-wearing tooth profile and refined aesthetic, the integrated look when paired with Helix Race Alloy e*spec cranks is the ultimate upgrade to your ebike.","Helix R e*spec Chainrings merge cutting-edge design and performance. Originally designed as an upgrade for Bosch CX Gen4 e-bikes, these rings are now also available TQ HPR50, Fazua Ride 60, Shimano EP8, as well as in Specialized SL1.1 and 2.1/2.2 motors. The 1-piece direct mount chainring, forged and machined from 7075 AL, boasts lightweight durability, impressive stiffness, and a standout technical aesthetic. Its custom dust cover enhances style and minimizes seal and lockring contamination.","Upgrade chainrings for Bosch CX Gen 4, Bosch SX, TQ HPR50, Fazua Ride 60, Shimano EP8, and Specialized SL1.1 and 2.1/2.2 motors","New M4 narrow-wide profile delivers enhanced chain retention and cross compatibility with Shimano, Sram, and TRP 11/12s drivetrains, incl. T-Type","Forged-CNC 7075 AL for ultralight weight, with high strength, stiffness, and wear-life",32/34T sizes complement e*thirteen wide range cassettes,Custom Dust Cover adds to the integrated aesthetic and prevents contamination,,T,32T,Bosch CX Gen4,53mm,13.5mm Offset,11/12s,M4 narrow-wide,Shimano/SRAM 11/12s,AL 7075-T6,99g,,Bronze,5 Years,https://drive.google.com/open?id=1Xk71vdMNR3jkoi_xdxdP8q2rZHXo3UqD&usp=drive_copy,https://drive.google.com/open?id=1rh48DHLnEZebZ-FPx23h5NE9JfPGlmNx&usp=drive_copy,,https://drive.google.com/open?id=1rnr97pqcMxlubRS_p8640E4l1YE3wAKm&usp=drive_copy
CR5ERA-103,CR5-HLX-R01,Helix Race e*spec Direct Mount Chainring,"Helix R e*spec Chainring for Bosch CX4 - 34T, Bronze",Helix Race e*spec | Chainring | 34T | Bosch Gen4 Direct Mount | 13mm Offset | Shimano/SRAM 11/12s Chain Compatible | Bronze,CONTINUED,"With a long-wearing tooth profile and refined aesthetic, the integrated look when paired with Helix Race Alloy e*spec cranks is the ultimate upgrade to your ebike.","Helix R e*spec Chainrings merge cutting-edge design and performance. Originally designed as an upgrade for Bosch CX Gen4 e-bikes, these rings are now also available TQ HPR50, Fazua Ride 60, Shimano EP8, as well as in Specialized SL1.1 and 2.1/2.2 motors. The 1-piece direct mount chainring, forged and machined from 7075 AL, boasts lightweight durability, impressive stiffness, and a standout technical aesthetic. Its custom dust cover enhances style and minimizes seal and lockring contamination.","Upgrade chainrings for Bosch CX Gen 4, Bosch SX, TQ HPR50, Fazua Ride 60, Shimano EP8, and Specialized SL1.1 and 2.1/2.2 motors","New M4 narrow-wide profile delivers enhanced chain retention and cross compatibility with Shimano, Sram, and TRP 11/12s drivetrains, incl. T-Type","Forged-CNC 7075 AL for ultralight weight, with high strength, stiffness, and wear-life",32/34T sizes complement e*thirteen wide range cassettes,Custom Dust Cover adds to the integrated aesthetic and prevents contamination,,T,34T,Bosch CX Gen4,53mm,13.5mm Offset,11/12s,M4 narrow-wide,Shimano/SRAM 11/12s,AL 7075-T6,107g,,Bronze,5 Years,https://drive.google.com/open?id=1Xk71vdMNR3jkoi_xdxdP8q2rZHXo3UqD&usp=drive_copy,https://drive.google.com/open?id=1rh48DHLnEZebZ-FPx23h5NE9JfPGlmNx&usp=drive_copy,,https://drive.google.com/open?id=1rnr97pqcMxlubRS_p8640E4l1YE3wAKm&usp=drive_copy
